Identificador_Dirección,Número_de_Distrito,Calle,Tipo de Vía
750113333,15,RUE JEANNE HACHETTE,RUE
750065141,12,RUE JEANNE JUGAN,RUE
750031921,7,RUE JEAN NICOT,RUE
750021582,19,RUE JEAN NOHAIN,RUE
750135327,17,RUE JEAN OESTREICHER,RUE
750158739,15,RUE JEAN PIERRE-BLOCH,RUE
750053169,11,RUE JEAN-PIERRE TIMBAUD,RUE
750145732,10,RUE JEAN POULMARCH,RUE
750017312,19,RUE JEAN QUARRE,RUE
750065176,12,RUE JEAN RENOIR,RUE
750113351,15,RUE JEAN REY,RUE
750124050,16,RUE JEAN RICHEPIN,RUE
750080035,18,RUE JEAN ROBERT,RUE
750143842,13,RUE JEAN SEBASTIEN BACH,RUE
750113361,15,RUE JEAN SICARD,RUE
750000971,1,RUE JEAN TISON,RUE
750080052,18,RUE JEAN VARENNE,RUE
750090373,20,RUE JEAN VEBER,RUE
750166159,14,RUE JEAN ZAY,RUE
750071115,13,RUE JENNER,RUE
750102351,14,RUE JOANES,RUE
750113403,15,RUE JOBBE DUVAL,RUE
750102368,14,RUE JOLIVET,RUE
750017382,19,RUE JOMARD,RUE
750071129,13,RUE JONAS,RUE
750113415,15,RUE JONGKIND,RUE
750102379,14,RUE JONQUOY,RUE
750184850,12,RUE JORGE SEMPRUN,RUE
750031957,7,RUE JOSE-MARIA DE HEREDIA,RUE
750027754,6,RUE JOSEPH BARA,RUE
750061699,12,RUE JOSEPH CHAILLEY,RUE
750182463,18,RUE JOSEPH DE MAISTRE,RUE
750080171,18,RUE JOSEPH DIJON,RUE
750124063,16,RUE JOSEPH ET MARIE HACKIN,RUE
750031979,7,RUE JOSEPH GRANIER,RUE
750080177,18,RUE JOSEPHINE,RUE
750065271,12,RUE JOSEPH KESSEL,RUE
750155038,19,RUE JOSEPH KOSMA,RUE
750113431,15,RUE JOSEPH LIOUVILLE,RUE
750090408,20,RUE JOSEPH PYTHON,RUE
750036994,8,RUE JOSEPH SANSBOEUF,RUE
750150727,9,RUE JOUBERT,RUE
750135341,17,RUE JOUFFROY D'ABBANS,RUE
750124072,16,RUE JOUVENET,RUE
750155663,20,RUE JOUYE-ROUVE,RUE
750113467,15,RUE JUGE,RUE
750090483,20,RUE JUILLET,RUE
750172897,17,RUE JULES BOURDAIS,RUE
750071155,13,RUE JULES BRETON,RUE
750061727,12,RUE JULES CESAR,RUE
750027759,6,RUE JULES CHAPLAIN,RUE
750124117,16,RUE JULES CLARETIE,RUE
750080184,18,RUE JULES CLOQUET,RUE
750010730,4,RUE JULES COUSIN,RUE
750090496,20,RUE JULES DUMIEN,RUE
750160987,15,RUE JULES DUPRE,RUE
750102526,14,RUE JULES GUESDE,RUE
750080192,18,RUE JULES JOUY,RUE
750042157,9,RUE JULES LEFEBVRE,RUE
750061731,12,RUE JULES LEMAITRE,RUE
750061744,12,RUE JULES PICHARD,RUE
750175679,17,RUE JULES RENARD,RUE
750017406,19,RUE JULES ROMAINS,RUE
750090507,20,RUE JULES SIEGFRIED,RUE
750113508,15,RUE JULES SIMON,RUE
750053262,11,RUE JULES VALLES,RUE
750053276,11,RUE JULES VERNE,RUE
750165424,14,RUE JULIA BARTET,RUE
750171603,13,RUE JULIE DAUBIE,RUE
750090643,20,RUE JULIEN LACROIX,RUE
750047866,10,RUE JULIETTE DODU,RUE
750135491,17,RUE JULIETTE LAMBER,RUE
750184428,7,RUE JULIETTE RECAMIER,RUE
750023816,5,RUE JUSSIEU,RUE
750162464,18,RUE JUSTE METIVIER,RUE
750053320,11,RUE KELLER,RUE
750124170,16,RUE KEPLER,RUE
750071307,13,RUE KEUFER,RUE
750071318,13,RUE KUSS,RUE
750080268,18,RUE LABAT,RUE
750135509,17,RUE LABIE,RUE
750037136,8,RUE LA BOETIE,RUE
750017441,19,RUE LABOIS-ROUILLON,RUE
750113565,15,RUE LABROUSTE,RUE
750042166,9,RUE LA BRUYERE,RUE
750135532,17,RUE LACAILLE,RUE
750102571,14,RUE LACAZE,RUE
750158830,5,RUE LACEPEDE,RUE
750053357,11,RUE LACHARRIERE,RUE
750155949,13,RUE LACHELIER,RUE
750159112,17,RUE LA CONDAMINE,RUE
750167626,15,RUE LACORDAIRE,RUE
750113680,15,RUE LACRETELLE,RUE
750135669,17,RUE LACROIX,RUE
750061779,12,RUE LACUEE,RUE
750042231,9,RUE LA FAYETTE,RUE
750042344,9,RUE LAFERRIERE,RUE
750000997,1,RUE LA FEUILLADE,RUE
750042384,9,RUE LAFFITTE,RUE
750023889,5,RUE LAGARDE,RUE
750080380,18,RUE LAGILLE,RUE
750023900,5,RUE LAGRANGE,RUE
750071356,13,RUE LAHIRE,RUE
750113691,15,RUE LAKANAL,RUE
750102611,14,RUE LALANDE,RUE
750042396,9,RUE LALLIER,RUE
750017468,19,RUE LALLY-TOLLENDAL,RUE
750124452,16,RUE LALO,RUE
750135833,17,RUE LAMANDE,RUE
750080426,18,RUE LAMARCK,RUE
750042416,9,RUE LAMARTINE,RUE
750080597,18,RUE LAMBERT,RUE
750061793,12,RUE LAMBLARDIE,RUE
750037197,8,RUE LAMENNAIS,RUE
750124513,16,RUE LANCRET,RUE
750135843,17,RUE LANTIEZ,RUE
750124605,16,RUE LA PEROUSE,RUE
750080599,18,RUE LAPEYRERE,RUE
750023936,5,RUE LAPLACE,RUE
750113811,15,RUE LA QUINTINIE,RUE
750124633,16,RUE LARGILLIERE,RUE
750102620,14,RUE LAROCHELLE,RUE
750023960,5,RUE LAROMIGUIERE,RUE
750141644,5,RUE LARREY,RUE
750037207,8,RUE LARRIBE,RUE
750032196,7,RUE LAS CASES,RUE
750061889,12,RUE LASSON,RUE
750017496,19,RUE LASSUS,RUE
750135939,17,RUE LAUGIER,RUE
750175984,8,RUE LAURE DIEBOLD,RUE
750090859,20,RUE LAURENCE SAVART,RUE
750124648,16,RUE LAURENT-PICHAT,RUE
750113838,15,RUE LAURE SURVILLE,RUE
750124666,16,RUE LAURISTON,RUE
750017539,19,RUE LAUZIN,RUE
750169430,11,RUE LA VACQUERIE,RUE
750147071,18,RUE LA VIEUVILLE,RUE
750037240,8,RUE LAVOISIER,RUE
750001064,1,RUE LA VRILLIERE,RUE
750113909,15,RUE LEBLANC,RUE
750136029,17,RUE LEBON,RUE
750102640,14,RUE LEBOUIS,RUE
750136032,17,RUE LEBOUTEUX,RUE
750158359,14,RUE LE BRIX ET MESMIN,RUE
750071368,13,RUE LE BRUN,RUE
750090880,20,RUE LE BUA,RUE
750136060,17,RUE LECHAPELAIS,RUE
750136078,17,RUE LE CHATELIER,RUE
750053439,11,RUE LECHEVIN,RUE
750102643,14,RUE LECLERC,RUE
750136102,17,RUE LECLUSE,RUE
750136124,17,RUE LECOMTE,RUE
750124788,16,RUE LECOMTE DU NOUY,RUE
750146259,16,RUE LECONTE DE LISLE,RUE
750114025,15,RUE LECOURBE,RUE
750102653,14,RUE LECUIROT,RUE
750080684,18,RUE LECUYER,RUE
750071409,13,RUE LE DANTEC,RUE
750102697,14,RUE LEDION,RUE
750114349,15,RUE LEFEBVRE,RUE
750136153,17,RUE LEGENDRE,RUE
750024008,5,RUE LE GOFF,RUE
750048086,10,RUE LEGOUVE,RUE
750017557,19,RUE LEGRAND,RUE
750061985,12,RUE LEGRAVEREND,RUE
750168136,18,RUE LEIBNIZ,RUE
750124829,16,RUE LEKAIN,RUE
750102709,14,RUE LEMAIGNAN,RUE
750124877,16,RUE LE MAROIS,RUE
750136361,17,RUE LEMERCIER,RUE
750090924,20,RUE LEMON,RUE
750102716,14,RUE LENEVEUX,RUE
750124890,16,RUE LE NOTRE,RUE
750042587,9,RUE LENTONNET,RUE
750124905,16,RUE LEO DELIBES,RUE
750171531,13,RUE LEO FRANKEL,RUE
750163938,18,RUE LEON,RUE
750124923,16,RUE LEONARD DE VINCI,RUE
750124937,16,RUE LEON BONNAT,RUE
750183188,18,RUE LEON BRONCHART,RUE
750124945,16,RUE LEONCE REYNAUD,RUE
750004431,2,RUE LEON CLADEL,RUE
750136480,17,RUE LEON COGNIET,RUE
750136497,17,RUE LEON COSNARD,RUE
750114356,15,RUE LEON DELAGRANGE,RUE
750114381,15,RUE LEON DELHOMME,RUE
750114387,15,RUE LEON DIERX,RUE
750173989,17,RUE LEON DROUX,RUE
750171346,20,RUE LEON FRAPIE,RUE
750166299,11,RUE LEON FROT,RUE
750146261,19,RUE LEON GIRAUD,RUE
750102738,14,RUE LEONIDAS,RUE
750136519,17,RUE LEON JOST,RUE
750048096,10,RUE LEON JOUHAUX,RUE
750360179,15,RUE LEON LHERMITTE,RUE
750164201,13,RUE LEON-MAURICE NORDMANN,RUE
750167149,10,RUE LEON SCHWARTZENBERG,RUE
750140895,15,RUE LEON SECHE,RUE
750114426,15,RUE LEONTINE,RUE
750032327,7,RUE LEON VAUDOYER,RUE
750004439,2,RUE LEOPOLD BELLAN,RUE
750102756,14,RUE LEOPOLD ROBERT,RUE
750154469,9,RUE LE PELETIER,RUE
750080927,18,RUE LEPIC,RUE
750071502,13,RUE LEREDDE,RUE
750010773,4,RUE LE REGRATTIER,RUE
750114455,15,RUE LERICHE,RUE
750146491,15,RUE LEROI GOURHAN,RUE
750124998,16,RUE LEROUX,RUE
750061991,12,RUE LEROY DUPRE,RUE
750090986,20,RUE LESAGE,RUE
750091004,20,RUE LESPAGNOL,RUE
750125033,16,RUE LE SUEUR,RUE
750125054,16,RUE LE TASSE,RUE
750114475,15,RUE LETELLIER,RUE
750080987,18,RUE LETORT,RUE
750091044,20,RUE LEUCK MATHIEU,RUE
750091054,20,RUE LE VAU,RUE
750027798,6,RUE LE VERRIER,RUE
750171382,20,RUE LEVERT,RUE
750147190,12,RUE LHEUREUX,RUE
750024052,5,RUE LHOMOND,RUE
750163807,15,RUE LHUILLIER,RUE
750102783,14,RUE LIANCOURT,RUE
750154064,14,RUE LIARD,RUE
750091193,20,RUE LIGNER,RUE
750037348,8,RUE LINCOLN,RUE
750024100,5,RUE LINNE,RUE
750114578,15,RUE LINOIS,RUE
750091196,20,RUE LIPPMANN,RUE
750091211,20,RUE LISFRANC,RUE
750027807,6,RUE LITTRE,RUE
750081033,18,RUE LIVINGSTONE,RUE
750145612,6,RUE LOBINEAU,RUE
750037448,8,RUE LORD BYRON,RUE
750149652,15,RUE LOUIS ARMAND,RUE
750048176,10,RUE LOUIS BLANC,RUE
750125347,16,RUE LOUIS BOILLY,RUE
750053667,11,RUE LOUIS BONNET,RUE
750062032,12,RUE LOUIS BRAILLE,RUE
750032441,7,RUE LOUIS CODET,RUE
750125362,16,RUE LOUIS DAVID,RUE
750091246,20,RUE LOUIS DELAPORTE,RUE
750164213,20,RUE LOUIS DELGRES,RUE
750178221,13,RUE LOUISE BOURGEOIS,RUE
750184647,9,RUE LOUISE-EMILIE DE LA TOUR D'AUVERGNE,RUE
750176604,12,RUE LOUISE HERVIEU,RUE
750017877,19,RUE LOUISE THULIEZ,RUE
750071602,13,RUE LOUISE WEISS,RUE
750091259,20,RUE LOUIS GANNE,RUE
750004485,2,RUE LOUIS LE GRAND,RUE
750136651,17,RUE LOUIS LOUCHEUR,RUE
750173312,20,RUE LOUIS LUMIERE,RUE
750102879,14,RUE LOUIS MORARD,RUE
750037467,8,RUE LOUIS MURAT,RUE
750177381,20,RUE LOUIS-NICOLAS CLERAMBAULT,RUE
750081063,18,RUE LOUIS PASTEUR VALLERY-RADOT,RUE
750141820,13,RUE LOUIS PERGAUD,RUE
750024123,5,RUE LOUIS THUILLIER,RUE
750142340,17,RUE LOUIS VIERNE,RUE
750168034,19,RUE LOUNES MATOUB,RUE
750173560,15,RUE LUCIEN BOSSOUTROT,RUE
750091300,20,RUE LUCIEN ET SACHA GUITRY,RUE
750081078,18,RUE LUCIEN GAULARD,RUE
750142319,20,RUE LUCIEN LAMBEAU,RUE
750091309,20,RUE LUCIEN LEUWEN,RUE
750048233,10,RUE LUCIEN SAMPAIX,RUE
750004524,2,RUE LULLI,RUE
750168768,16,RUE LYAUTEY,RUE
750027847,6,RUE MABILLON,RUE
750027914,6,RUE MADAME,RUE
750177594,13,RUE MADELEINE BRES,RUE
750165674,20,RUE MADELEINE MARZIN,RUE
750176663,18,RUE MADELEINE REBERIOUX,RUE
750114919,15,RUE MADEMOISELLE,RUE
750181580,18,RUE MADO MAURIN,RUE
750037561,8,RUE MAGELLAN,RUE
750071647,13,RUE MAGENDIE,RUE
750053692,11,RUE MAILLARD,RUE
750103102,14,RUE MAISON DIEU,RUE
750024184,5,RUE MAITRE ALBERT,RUE
750032496,7,RUE MALAR,RUE
750114983,15,RUE MALASSIS,RUE
750024190,5,RUE MALEBRANCHE,RUE
750037695,8,RUE MALEVILLE,RUE
750010857,4,RUE MALHER,RUE
750125531,16,RUE MALLET-STEVENS,RUE
750169597,20,RUE MALTE BRUN,RUE
750024202,5,RUE MALUS,RUE
750004609,2,RUE MANDAR,RUE
750018170,19,RUE MANIN,RUE
750157676,9,RUE MANSART,RUE
750042754,9,RUE MANUEL,RUE
750125566,16,RUE MARBEAU,RUE
750037705,8,RUE MARBEUF,RUE
750081267,18,RUE MARCADET,RUE
750071713,13,RUE MARC ANTOINE CHARPENTIER,RUE
750062187,12,RUE MARCEL DUBOIS,RUE
750145578,13,RUE MARCEL DUCHAMP,RUE
750161067,11,RUE MARCEL GROMAIRE,RUE
750184035,16,RUE MARCELINE DESBORDES-VALMORE,RUE
750136819,17,RUE MARCEL RENAULT,RUE
750081365,18,RUE MARCEL SEMBAT,RUE
750158426,18,RUE MARC SEGUIN,RUE
750103189,14,RUE MARGUERIN,RUE
750164722,15,RUE MARGUERITE BOUCICAUT,RUE
750184517,9,RUE MARGUERITE DE ROCHECHOUART,RUE
750161658,13,RUE MARGUERITE DURAS,RUE
750158918,17,RUE MARGUERITE LONG,RUE
750136843,17,RUE MARGUERITTE,RUE
750136861,17,RUE MARIA DERAISMES,RUE
750359603,14,RUE MARIA HELENA VIEIRA DA SILVA,RUE
750161626,13,RUE MARIE-ANDREE LAGROUA WEILL-HALLE,RUE
750062225,12,RUE MARIE BENOIST,RUE
750103202,14,RUE MARIE-DAVY,RUE
750359295,9,RUE MARIE-ELEONORE DE BELLEFOND,RUE
750048457,10,RUE MARIE ET LOUISE,RUE
750175472,19,RUE MARIE-HELENE LEFAUCHEUX,RUE
750062242,12,RUE MARIE LAURENCIN,RUE
750167166,13,RUE MARIE-LOUISE DUBREIL-JACOTIN,RUE
750028537,6,RUE MARIE PAPE-CARPANTIER,RUE
750103213,14,RUE MARIE ROSE,RUE
750175636,15,RUE MARIE SKOBTSOV,RUE
750004621,2,RUE MARIE STUART,RUE
750118953,16,RUE   MARIETTA ALBONIE,RUE
750125758,16,RUE MARIETTA MARTIN,RUE
750032538,7,RUE MARINONI,RUE
750114997,15,RUE MARIO NIKIS,RUE
750136887,17,RUE MARIOTTE,RUE
750149794,15,RUE MARMONTEL,RUE
750004658,2,RUE MARSOLLIER,RUE
750062259,12,RUE MARSOULAN,RUE
750048484,10,RUE MARTEL,RUE
750143230,13,RUE MARTIN BERNARD,RUE
750091648,20,RUE MARTIN GARAT,RUE
750081482,18,RUE MARX DORMOY,RUE
750071750,13,RUE MARYSE BASTIE,RUE
750091685,20,RUE MARYSE HILSZ,RUE
750125803,16,RUE MASPERO,RUE
750125826,16,RUE MASSENET,RUE
750145543,7,RUE MASSERAN,RUE
750010888,4,RUE MASSILLON,RUE
750018403,19,RUE MATHIS,RUE
750115068,15,RUE MATHURIN REGNIER,RUE
750115091,15,RUE MAUBLANC,RUE
750001249,1,RUE MAUCONSEIL,RUE
750091698,20,RUE MAURICE BERTEAUX,RUE
750103252,14,RUE MAURICE BOUCHOR,RUE
750125830,16,RUE MAURICE BOURDET,RUE
750032592,7,RUE MAURICE DE LA SIZERANNE,RUE
750097150,12,RUE MAURICE DENIS,RUE
750071903,13,RUE MAURICE ET LOUIS DE BROGLIE,RUE
750081558,18,RUE MAURICE GENEVOIX,RUE
750176814,18,RUE MAURICE GRIMAUD,RUE
750103267,14,RUE MAURICE LOEWY,RUE
750115105,15,RUE MAURICE MAIGNEN,RUE
750164986,14,RUE MAURICE NOGUES,RUE
750103309,14,RUE MAURICE RIPOCHE,RUE
750103341,14,RUE MAURICE ROUVIER,RUE
750081566,18,RUE MAURICE UTRILLO,RUE
750091702,20,RUE MAX ERNST,RUE
750175112,18,RUE MAXIME LISBONNE,RUE
750071917,13,RUE MAX JACOB,RUE
750027961,6,RUE MAYET,RUE
750042961,9,RUE MAYRAN,RUE
750028015,6,RUE MAZARINE,RUE
750164123,14,RUE MECHAIN,RUE
750136919,17,RUE MEDERIC,RUE
750004670,2,RUE MEHUL,RUE
750115125,15,RUE MEILHAC,RUE
750136936,17,RUE MEISSONIER,RUE
750018683,19,RUE MELINGUE,RUE
750157515,2,RUE MENARS,RUE
750097161,20,RUE MENDELSSOHN,RUE
750053921,11,RUE MERCOEUR,RUE
750180263,17,RUE MERE TERESA,RUE
750160944,16,RUE MERIMEE,RUE
750053942,11,RUE MERLIN,RUE
750143988,16,RUE MERYON,RUE
750007425,3,RUE MESLAY,RUE
750161823,16,RUE MESNIL,RUE
750062331,12,RUE MESSIDOR,RUE
750103375,14,RUE MESSIER,RUE
750042968,9,RUE MEYERBEER,RUE
750018728,19,RUE MEYNADIER,RUE
750161727,13,RUE MICHAL,RUE
750125980,16,RUE MICHEL-ANGE,RUE
750071959,13,RUE MICHEL BREAL,RUE
750062407,12,RUE MICHEL CHASLES,RUE
750157192,20,RUE MICHEL DE BOURGES,RUE
750028088,6,RUE MICHELET,RUE
750150730,3,RUE MICHEL LE COMTE,RUE
750071967,13,RUE MICHEL PETER,RUE
750021557,19,RUE MICHEL TAGRINE,RUE
750126047,16,RUE MIGNARD,RUE
750126057,16,RUE MIGNET,RUE
750028104,6,RUE MIGNON,RUE
750018771,19,RUE MIGUEL HIDALGO,RUE
750136943,17,RUE MILNE-EDWARDS,RUE
750043007,9,RUE MILTON,RUE
750115155,15,RUE MIOLLIS,RUE
750126119,16,RUE MIRABEAU,RUE
750115179,15,RUE MIZON,RUE
750115198,15,RUE MODIGLIANI,RUE
750001284,1,RUE MOLIERE,RUE
750126148,16,RUE MOLITOR,RUE
750038077,8,RUE MOLLIEN,RUE
750043070,9,RUE MONCEY,RUE
750001303,1,RUE MONDETOUR,RUE
750024275,5,RUE MONGE,RUE
750154129,12,RUE MONGENOT,RUE
750160170,19,RUE MONJOL,RUE
750048598,10,RUE MONSEIGNEUR RODHAIN,RUE
750032596,7,RUE MONSIEUR,RUE
750028156,6,RUE MONSIEUR LE PRINCE,RUE
750004678,2,RUE MONSIGNY,RUE
750162045,7,RUE MONTALEMBERT,RUE
750038240,8,RUE MONTALIVET,RUE
750115315,15,RUE MONTAUBAN,RUE
750103424,14,RUE MONTBRUN,RUE
750081613,18,RUE MONTCALM,RUE
750092050,20,RUE MONTE CRISTO,RUE
750062466,12,RUE MONTERA,RUE
750001339,1,RUE MONTESQUIEU,RUE
750166489,12,RUE MONTESQUIOU-FEZENSAC,RUE
750142757,12,RUE MONTGALLET,RUE
750007576,3,RUE MONTGOLFIER,RUE
750103445,14,RUE MONTICELLI,RUE
750004837,2,RUE MONTMARTRE,RUE
750004864,2,RUE MONTORGUEIL,RUE
750126358,16,RUE MONY,RUE
750054181,11,RUE MORAND,RUE
750062564,12,RUE MOREAU,RUE
750103591,14,RUE MORERE,RUE
750054198,11,RUE MORET,RUE
750161968,9,RUE MORLOT,RUE
750010932,4,RUE MORNAY,RUE
750150744,18,RUE MOSKOVA,RUE
750024529,5,RUE MOUFFETARD,RUE
750054236,11,RUE MOUFLE,RUE
750142278,20,RUE MOUNET-SULLY,RUE
750092267,20,RUE MOURAUD,RUE
750062625,12,RUE MOUSSET-ROBERT,RUE
750081906,18,RUE MOUSSORGSKY,RUE
750103785,14,RUE MOUTON-DUVERNET,RUE
750179651,17,RUE MSTISLAV ROSTROPOVITCH,RUE
750081929,18,RUE MULLER,RUE
750038339,8,RUE MURILLO,RUE
750082022,18,RUE MYRHA,RUE
750103823,14,RUE NANSOUTY,RUE
750115511,15,RUE NANTEUIL,RUE
750126733,16,RUE NARCISSE DIAZ,RUE
750175928,13,RUE NATIONALE,RUE
750165539,17,RUE NAVIER,RUE
750010961,4,RUE NECKER,RUE
750115525,15,RUE NELATON,RUE
750082043,18,RUE NEUVE DE LA CHARDONNIERE,RUE
750166716,11,RUE NEUVE DES BOULETS,RUE
750141648,11,RUE NEUVE POPINCOURT,RUE
750175731,4,RUE NEUVE SAINT-PIERRE,RUE
750156079,13,RUE NEUVE TOLBIAC,RUE
750126762,16,RUE NEWTON,RUE
750062713,12,RUE NICOLAI,RUE
750160267,20,RUE NICOLAS,RUE
750054418,11,RUE NICOLAS APPERT,RUE
750115560,15,RUE NICOLAS CHARLET,RUE
750137184,17,RUE NICOLAS CHUQUET,RUE
750010982,4,RUE NICOLAS FLAMEL,RUE
750072448,13,RUE NICOLAS FORTIN,RUE
750157484,5,RUE NICOLAS HOUEL,RUE
750072459,13,RUE NICOLAS RORET,RUE
750103843,14,RUE NICOLAS TAUNAY,RUE
750155632,19,RUE NICOLE CHOURAQUI,RUE
750172711,13,RUE NICOLE REINE LEPAUTE,RUE
750082235,18,RUE NICOLET,RUE
750126801,16,RUE NICOLO,RUE
750103853,14,RUE NIEPCE,RUE
750162501,18,RUE NOBEL,RUE
750160051,15,RUE NOCARD,RUE
750092325,20,RUE NOEL BALLAY,RUE
750137328,17,RUE NOLLET,RUE
750082335,18,RUE NORVINS,RUE
750004924,2,RUE NOTRE-DAME DE BONNE NOUVELLE,RUE
750043238,9,RUE NOTRE-DAME DE LORETTE,RUE
750007733,3,RUE NOTRE-DAME DE NAZARETH,RUE
750004937,2,RUE NOTRE-DAME DE RECOUVRANCE,RUE
750028458,6,RUE NOTRE-DAME DES CHAMPS,RUE
750004955,2,RUE NOTRE-DAME DES VICTOIRES,RUE
750175062,16,RUE NUNGESSER ET COLI,RUE
750054486,11,RUE OBERKAMPF,RUE
750126905,16,RUE OCTAVE FEUILLET,RUE
750115567,15,RUE OLIER,RUE
750115604,15,RUE OLIVIER DE SERRES,RUE
750155878,13,RUE OLIVIER MESSIAEN,RUE
750092402,20,RUE OLIVIER METRA,RUE
750157981,14,RUE OLIVIER NOYER,RUE
750054597,11,RUE OMER TALON,RUE
750082526,18,RUE ORDENER,RUE
750092464,20,RUE ORFILA,RUE
750024625,5,RUE ORTOLAN,RUE
750115725,15,RUE OSCAR ROTY,RUE
750126921,16,RUE OSWALDO CRUZ,RUE
750032729,7,RUE OUDINOT,RUE
750072529,13,RUE OUDRY,RUE
750054651,11,RUE PACHE,RUE
750092777,20,RUE PAGANINI,RUE
750024635,5,RUE PAILLET,RUE
750167398,18,RUE PAJOL,RUE
750126937,16,RUE PAJOU,RUE
750162004,6,RUE PALATINE,RUE
750043298,9,RUE PAPILLON,RUE
750007771,3,RUE PAPIN,RUE
750126994,16,RUE PARENT DE ROSAN,RUE
750062771,12,RUE PARROT,RUE
750072637,13,RUE PASCAL,RUE
750038478,8,RUE PASQUIER,RUE
750054824,11,RUE PASTEUR,RUE
750007802,3,RUE PASTOURELLE,RUE
750093002,20,RUE PATRICE DE LA TOUR DU PIN,RUE
750177056,14,RUE PATURLE,RUE
750164404,13,RUE PAU CASALS,RUE
750165337,18,RUE PAUL ABADIE,RUE
750082926,18,RUE PAUL ALBERT,RUE
750115897,15,RUE PAUL BARRUEL,RUE
750038495,8,RUE PAUL BAUDRY,RUE
750065163,12,RUE PAUL BELMONDO,RUE
750054866,11,RUE PAUL BERT,RUE
750137438,17,RUE PAUL BODIN,RUE
750137444,17,RUE PAUL BOREL,RUE
750183491,13,RUE PAUL BOURGET,RUE
750038510,8,RUE PAUL CEZANNE,RUE
750115917,15,RUE PAUL CHAUTARD,RUE
750062793,12,RUE PAUL CRAMPEL,RUE
750019308,19,RUE PAUL DE KOCK,RUE
750127151,16,RUE PAUL DELAROCHE,RUE
750115927,15,RUE PAUL DELMET,RUE
750007848,3,RUE PAUL DUBOIS,RUE
750062799,12,RUE PAUL DUKAS,RUE
750127247,16,RUE PAUL DUPUY,RUE
750043323,9,RUE PAUL ESCUDIER,RUE
750180856,7,RUE PAUL ET JEAN LEROLLE,RUE
750082935,18,RUE PAUL FEVAL,RUE
750104206,14,RUE PAUL FORT,RUE
750155138,13,RUE PAUL GERVAIS,RUE
750146779,12,RUE PAUL-HENRI GRAUWIN,RUE
750115938,15,RUE PAUL HERVIEU,RUE
750093074,20,RUE PAULINE KERGOMARD,RUE
750072826,13,RUE PAULIN ENFERT,RUE
750072833,13,RUE PAULIN MERY,RUE
750093019,20,RUE PAUL-JEAN TOULET,RUE
750161610,13,RUE PAUL KLEE,RUE
750149463,19,RUE PAUL LAURENT,RUE
750005149,2,RUE PAUL LELONG,RUE
750032777,7,RUE PAUL-LOUIS COURIER,RUE
750175491,20,RUE PAUL MEURICE,RUE
750127258,16,RUE PAUL SAUNIERE,RUE
750028549,6,RUE PAUL SEJOURNE,RUE
750093056,20,RUE PAUL STRAUSS,RUE
750127301,16,RUE PAUL VALERY,RUE
750104230,14,RUE PAULY,RUE
750141649,4,RUE PAVEE,RUE
750007850,3,RUE PAYENNE,RUE
750072859,13,RUE PEAN,RUE
750115954,15,RUE PECLET,RUE
750011094,4,RUE PECQUAY,RUE
750028554,6,RUE PEGUY,RUE
750054874,11,RUE PELEE,RUE
750093275,20,RUE PELLEPORT,RUE
750038521,8,RUE PELOUZE,RUE
750048730,10,RUE PERDONNET,RUE
750127387,16,RUE PERGOLESE,RUE
750115997,15,RUE PERIGNON,RUE
750011113,4,RUE PERNELLE,RUE
750104361,14,RUE PERNETY,RUE
750001699,1,RUE PERRAULT,RUE
750007904,3,RUE PERREE,RUE
750032807,7,RUE PERRONET,RUE
750024757,5,RUE PESTALOZZI,RUE
750116010,15,RUE PETEL,RUE
750137755,17,RUE PETIET,RUE
750054939,11,RUE PETION,RUE
750019381,19,RUE PETIT,RUE
750160172,19,RUE PETITOT,RUE
750127462,16,RUE PETRARQUE,RUE
750168329,9,RUE PETRELLE,RUE
750137802,17,RUE PHILIBERT DELORME,RUE
750072989,13,RUE PHILIBERT LUCOT,RUE
750158290,20,RUE PHILIDOR,RUE
750072994,13,RUE PHILIPPE DE CHAMPAGNE,RUE
750175747,18,RUE PHILIPPE DE GIRARD,RUE
750019503,19,RUE PHILIPPE HECHT,RUE
750165512,20,RUE PIAT,RUE
750127529,16,RUE PICCINI,RUE
750127536,16,RUE PICOT,RUE
750083048,18,RUE PIEMONTESI,RUE
750011158,4,RUE PIERRE AU LARD,RUE
750093462,20,RUE PIERRE BAYLE,RUE
750093475,20,RUE PIERRE BONNARD,RUE
750063141,12,RUE PIERRE BOURDAN,RUE
750024785,5,RUE PIERRE BROSSOLETTE,RUE
750083059,18,RUE PIERRE BUDIN,RUE
750048913,10,RUE PIERRE BULLET,RUE
750172146,14,RUE PIERRE CASTAGNOU,RUE
750038627,8,RUE PIERRE CHARRON,RUE
750048919,10,RUE PIERRE CHAUSSON,RUE
750165497,18,RUE PIERRE DAC,RUE
750141653,17,RUE PIERRE DEMOURS,RUE
750048933,10,RUE PIERRE DUPONT,RUE
750141652,5,RUE PIERRE ET MARIE CURIE,RUE
750093494,20,RUE PIERRE FONCIN,RUE
750164431,9,RUE PIERRE FONTAINE,RUE
750166638,18,RUE PIERRE GINIER,RUE
750019533,19,RUE PIERRE GIRARD,RUE
750073024,13,RUE PIERRE GOURDAULT,RUE
750127588,16,RUE PIERRE GUERIN,RUE
750043363,9,RUE PIERRE HARET,RUE
750019539,19,RUE PIERRE-JEAN JOUVE,RUE
750083088,18,RUE PIERRE L'ERMITE,RUE
