Identificador_Dirección,Número_de_Distrito,Calle,Tipo de Vía
750152250,15,PLACE ROBERT GUILLEMARD,PLACE
750177893,18,PLACE ROBERT VERDIER,PLACE
750128671,16,PLACE RODIN,PLACE
750182133,4,PLACE ROGER PRIOU-VALJEAN,PLACE
750360211,15,PLACE ROMAIN GARY,PLACE
750151355,12,PLACE RUTEBEUF,PLACE
750028942,6,PLACE SAINT-ANDRE DES ARTS,PLACE
750039173,8,PLACE SAINT-AUGUSTIN,PLACE
750095208,20,PLACE SAINT-BLAISE,PLACE
750116719,15,PLACE SAINT-CHARLES,PLACE
750162015,5,PLACE SAINTE-GENEVIEVE,PLACE
750002303,1,PLACE SAINTE-OPPORTUNE,PLACE
750095223,20,PLACE SAINT-FARGEAU,PLACE
750138769,17,PLACE SAINT-FERDINAND,PLACE
750043922,9,PLACE SAINT-GEORGES,PLACE
750029130,6,PLACE SAINT-GERMAIN DES PRES,PLACE
750163778,4,PLACE SAINT-GERVAIS,PLACE
750105601,14,PLACE SAINT-JACQUES,PLACE
750160744,17,PLACE SAINT-JEAN,PLACE
750025642,5,PLACE SAINT-MICHEL,PLACE
750084579,18,PLACE SAINT-PIERRE,PLACE
750029341,6,PLACE SAINT-SULPICE,PLACE
750033398,7,PLACE SAINT-THOMAS D'AQUIN,PLACE
750163375,7,PLACE SALVADOR ALLENDE,PLACE
750359133,12,PLACE Sarah Monod,PLACE
750359146,19,PLACE SKANDERBEG,PLACE
750176731,14,PLACE SLIMANE AZEM,PLACE
750073910,13,PLACE SOUHAM,PLACE
750176084,14,PLACE STEPHANE HESSEL,PLACE
750150580,17,PLACE STUART MERRILL,PLACE
750084992,18,PLACE SUZANNE VALADON,PLACE
750129433,16,PLACE TATTEGRAIN,PLACE
750359218,8,PLACE THEODORE CHASSERIAU,PLACE
750183773,3,PLACE THEODOR HERZL,PLACE
750181492,9,PLACE THEOPHILE BADER,PLACE
750139784,17,PLACE TRISTAN BERNARD,PLACE
750026037,5,PLACE VALHUBERT,PLACE
750162600,7,PLACE VAUBAN,PLACE
750002971,1,PLACE VENDOME,PLACE
750164926,14,PLACE VICTOR ET HELENE BASCH,PLACE
750130234,16,PLACE VICTOR HUGO,PLACE
750142165,15,PLACE VIOLET,PLACE
750185079,12,PLACE YVETTE VINCENT-ALLEAUME,PLACE
750140369,17,PLACE YVON ET CLAIRE MORANDAT,PLACE
750174331,15,PONT DE BIR-HAKEIM,PONT
750179652,15,PONT DE GRENELLE-CADETS DE SAUMUR,PONT
750175294,8,PONT DES INVALIDES,PONT
750171756,15,PONT DU GARIGLIANO,PONT
750174352,15,PONT MIRABEAU,PONT
750360061,12,PONT MORLAND,PONT
750163933,13,PONT NATIONAL,PONT
750175077,13,PONT PETIT PONT -CARDINAL LUSTIGER,PONT
750359843,1,PORT SAINT-EUSTACHE,PORT
750178076,13,PROM CLAUDE LEVI-STRAUSS,PROM
750175827,13,PRT D'AUSTERLITZ,PRT
750174319,16,PRT D'AUTEUIL,PRT
750174269,16,PRT DEBILLY,PRT
750174335,15,PRT DE GRENELLE,PRT
750174351,15,PRT DE JAVEL,PRT
750174306,4,PRT DE L'HOTEL DE VILLE,PRT
750175289,7,PRT DE LA BOURDONNAIS,PRT
750175293,8,PRT DE LA CONFERENCE,PRT
750174242,13,PRT DE LA GARE,PRT
750174286,12,PRT DE LA RAPEE,PRT
750174178,5,PRT DE LA TOURNELLE,PRT
750174273,5,PRT DE MONTEBELLO,PRT
750180330,8,PRT DES CHAMPS ELYSEES,PRT
750176068,7,PRT DES INVALIDES,PRT
750174294,7,PRT DE SOLFERINO,PRT
750174314,6,PRT DES SAINTS-PERES,PRT
750175297,15,PRT DE SUFFREN,PRT
750174183,13,PRT DE TOLBIAC,PRT
750175281,7,PRT DU GROS CAILLOU,PRT
750174303,1,PRT DU LOUVRE,PRT
750174692,4,PRT HENRI IV,PRT
750175259,1,QU AIME CESAIRE,QU
750030067,7,QU ANATOLE FRANCE,QU
750107121,15,QU ANDRE CITROEN,QU
750010231,4,QU AUX FLEURS,QU
750030655,7,QU BRANLY,QU
750009356,4,QU D'ANJOU,QU
750155731,13,QU D'AUSTERLITZ,QU
750155112,15,QU D'ISSY-LES-MOULINEAUX,QU
750161882,13,QU D'IVRY,QU
750011010,4,QU D'ORLEANS,QU
750032673,7,QU D'ORSAY,QU
750058133,12,QU DE BERCY,QU
750009614,4,QU DE BETHUNE,QU
750009719,4,QU DE BOURBON,QU
750168276,6,QU DE CONTI,QU
750010406,4,QU DE GESVRES,QU
750112712,15,QU DE GRENELLE,QU
750047828,10,QU DE JEMMAPES,QU
750144099,19,QU DE L'ALLIER,QU
750009372,4,QU DE L'ARCHEVECHE,QU
750000866,1,QU DE L'HORLOGE,QU
750010553,4,QU DE L'HOTEL DE VILLE,QU
750019050,19,QU DE L'OISE,QU
750014453,19,QU DE LA CHARENTE,QU
750159265,4,QU DE LA CORSE,QU
750142030,13,QU DE LA GARE,QU
750150263,19,QU DE LA GARONNE,QU
750167848,19,QU DE LA GIRONDE,QU
750017751,19,QU DE LA LOIRE,QU
750018322,19,QU DE LA MARNE,QU
750001256,1,QU DE LA MEGISSERIE,QU
750063483,12,QU DE LA RAPEE,QU
750145409,19,QU DE LA SEINE,QU
750025910,5,QU DE LA TOURNELLE,QU
750158838,19,QU DE METZ,QU
750024442,5,QU DE MONTEBELLO,QU
750009900,4,QU DES CELESTINS,QU
750146659,6,QU DES GRANDS AUGUSTINS,QU
750001638,1,QU DES ORFEVRES,QU
750175273,1,QU DES TUILERIES,QU
750153477,10,QU DE VALMY,QU
750017859,19,QU DU LOT,QU
750001107,1,QU DU LOUVRE,QU
750182805,4,QU DU MARCHE NEUF-MAURICE GRIMAUD,QU
750142006,13,QU FRANCOIS MAURIAC,QU
750164869,1,QU FRANCOIS MITTERRAND,QU
750010498,4,QU HENRI IV,QU
750360034,15,QU JACQUES CHIRAC,QU
750125260,16,QU LOUIS BLERIOT,QU
750027949,6,QU MALAQUAIS,QU
750072581,13,QU PANHARD ET LEVASSOR,QU
750025171,5,QU SAINT-BERNARD,QU
750128854,16,QU SAINT-EXUPERY,QU
750025650,5,QU SAINT-MICHEL,QU
750034426,7,QU VOLTAIRE,QU
750177433,15,RLE AU PÈRE FRAGILE,RLE
750058431,12,RLE BIDAULT,RLE
750063160,12,RLE DE LA PLANCHETTE,RLE
750143811,12,RLE DES HEBRARD,RLE
750117335,15,RLE DU SOLEIL D'OR,RLE
750061096,12,RLE FRAISIER,RLE
750008655,3,RLE SOURDIS,RLE
750039728,8,RPT DES CHAMPS ELYSEES-MARCEL DASSAULT,RPT
750116150,15,RPT DU PONT MIRABEAU,RPT
750140679,15,RPT SAINT-CHARLES,RPT
750171889,16,RTE BUTTE MORTEMART,RTE
750171874,16,RTE D'AUTEUIL AUX LACS,RTE
750168254,16,RTE DE BOULOGNE A PASSY,RTE
750167378,12,RTE DE CEINTURE DU LAC DAUMESNIL,RTE
750168396,16,RTE DE L'ETOILE,RTE
750167431,12,RTE DE LA BRASSERIE,RTE
750167362,12,RTE DE LA CROIX ROUGE,RTE
750167555,12,RTE DE LA FERME,RTE
750178718,16,RTE DE LA LONGUE QUEUE,RTE
750175953,16,RTE DE LA MUETTE A NEUILLY,RTE
750167716,12,RTE DE LA PLAINE,RTE
750173643,16,RTE DE LA PORTE DES SABLONS A LA PORTE MAILLOT,RTE
750175740,16,RTE DE LA PORTE SAINT-JAMES,RTE
750167330,12,RTE DE LA PYRAMIDE,RTE
750172209,16,RTE DE LA SEINE A LA BUTTE MORTEMART,RTE
750168188,12,RTE DE LA TOURELLE,RTE
750168165,16,RTE DE LA VIERGE AUX BERCEAUX,RTE
750177411,16,RTE DE SEVRES A NEUILLY,RTE
750171194,12,RTE DES FORTIFICATIONS,RTE
750173646,16,RTE DES LACS A BAGATELLE,RTE
750171940,16,RTE DES LACS A PASSY,RTE
750167665,12,RTE DES MERISIERS,RTE
750168400,16,RTE DES MOULINS,RTE
750167618,12,RTE DES PELOUSES MARIGNY,RTE
750169593,19,RTE DES PETITS PONTS,RTE
750177400,16,RTE DES TRIBUNES,RTE
750168306,16,RTE DE SURESNES,RTE
750168110,12,RTE DU BOSQUET MORTEMART,RTE
750178714,16,RTE DU CHAMP D'ENTRAINEMENT,RTE
750167682,12,RTE DU CHAMP DE MANOEUVRES,RTE
750167751,12,RTE DU FORT DE GRAVELLE,RTE
750167249,12,RTE DU PESAGE,RTE
750178568,16,RTE DU POINT DU JOUR A BAGATELLE,RTE
750169288,12,RTE DU RUISSEAU,RTE
750167723,12,RTE ROYALE DE BEAUTE,RTE
750167663,12,RTE SAINT-HUBERT,RTE
750057662,12,RUE ABEL,RUE
750118857,16,RUE ABEL FERRY,RUE
750142187,13,RUE ABEL GANCE,RUE
750065716,13,RUE ABEL HOVELACQUE,RUE
750049978,11,RUE ABEL RABAUD,RUE
750172655,17,RUE ABEL TRUCHET,RUE
750145978,20,RUE ACHILLE,RUE
750098246,14,RUE ACHILLE LUCHAIRE,RUE
750075228,18,RUE ACHILLE MARTINET,RUE
750183797,13,RUE ADA LOVELACE,RUE
750009338,4,RUE ADOLPHE ADAM,RUE
750098258,14,RUE ADOLPHE FOCILLON,RUE
750000002,1,RUE ADOLPHE JULLIEN,RUE
750147121,19,RUE ADOLPHE MILLE,RUE
750154769,16,RUE ADOLPHE YVON,RUE
750075251,18,RUE AFFRE,RUE
750118904,16,RUE AGAR,RUE
750009339,4,RUE AGRIPPA D'AUBIGNE,RUE
750161955,18,RUE AIME LAVY,RUE
750065719,13,RUE AIME MOROT,RUE
750098305,14,RUE ALAIN,RUE
750179252,15,RUE ALAIN CHARTIER,RUE
750184790,13,RUE ALAIN JACQUET,RUE
750106755,15,RUE ALASSEUR,RUE
750118934,16,RUE ALBERIC MAGNARD,RUE
750065731,13,RUE ALBERT,RUE
750065830,13,RUE ALBERT BAYET,RUE
750045258,10,RUE ALBERT CAMUS,RUE
750029995,7,RUE ALBERT DE LAPPARENT,RUE
750165700,13,RUE ALBERT EINSTEIN,RUE
750057698,12,RUE ALBERT MALET,RUE
750085710,20,RUE ALBERT MARQUET,RUE
750161489,17,RUE ALBERT ROUSSEL,RUE
750130784,17,RUE ALBERT SAMAIN,RUE
750098330,14,RUE ALBERT SOREL,RUE
750045279,10,RUE ALBERT THOMAS,RUE
750175698,20,RUE ALBERT WILLEMETZ,RUE
750065855,13,RUE ALBIN HALLER,RUE
750057711,12,RUE ALBINONI,RUE
750012912,19,RUE ALEXANDER FLEMING,RUE
750162154,15,RUE ALEXANDRE CABANEL,RUE
750130791,17,RUE ALEXANDRE CHARPENTIER,RUE
750012913,19,RUE ALEXANDRE DE HUMBOLDT,RUE
750147840,11,RUE ALEXANDRE DUMAS,RUE
750045319,10,RUE ALEXANDRE PARODI,RUE
750118984,16,RUE ALFRED BRUNEAU,RUE
750119002,16,RUE ALFRED DEHODENCQ,RUE
750034510,8,RUE ALFRED DE VIGNY,RUE
750098663,14,RUE ALFRED DURAND-CLAYE,RUE
750065866,13,RUE ALFRED FOUILLEE,RUE
750130812,17,RUE ALFRED ROLL,RUE
750039828,9,RUE ALFRED STEVENS,RUE
750045346,10,RUE ALIBERT,RUE
750167890,13,RUE ALICE DOMON ET LEONIE DUQUET,RUE
750030006,7,RUE ALLENT,RUE
750065896,13,RUE ALPHAND,RUE
750013019,19,RUE ALPHONSE AULARD,RUE
750050078,11,RUE ALPHONSE BAUDIN,RUE
750106966,15,RUE ALPHONSE BERTILLON,RUE
750175812,13,RUE ALPHONSE BOUDARD,RUE
750098689,14,RUE ALPHONSE DAUDET,RUE
750130828,17,RUE ALPHONSE DE NEUVILLE,RUE
750013029,19,RUE ALPHONSE KARR,RUE
750167782,20,RUE ALPHONSE PENAUD,RUE
750045382,10,RUE AMBROISE PARE,RUE
750039839,9,RUE AMBROISE THOMAS,RUE
750030045,7,RUE AMELIE,RUE
750050105,11,RUE AMELOT,RUE
750161295,16,RUE AMIRAL HAMELIN,RUE
750169469,17,RUE AMPERE,RUE
750021820,5,RUE AMYOT,RUE
750130925,17,RUE ANATOLE DE LA FORGE,RUE
750075322,18,RUE ANDRE ANTOINE,RUE
750075374,18,RUE ANDRE BARSACQ,RUE
750130950,17,RUE ANDRE BRECHET,RUE
750119126,16,RUE ANDRE COLLEDEBOEUF,RUE
750013127,19,RUE ANDRE DANJON,RUE
750075386,18,RUE ANDRE DEL SARTE,RUE
750057808,12,RUE ANDRE DERAIN,RUE
750013141,19,RUE ANDRE DUBOIS,RUE
750183331,17,RUE ANDREE PUTMAN,RUE
750153388,15,RUE ANDRE GIDE,RUE
750075404,18,RUE ANDRE GILL,RUE
750107202,15,RUE ANDRE LEFEBVRE,RUE
750028049,6,RUE ANDRE MAZET,RUE
750075410,18,RUE ANDRE MESSAGER,RUE
750119140,16,RUE ANDRE PASCAL,RUE
750144012,17,RUE ANDRE SUARES,RUE
750107200,15,RUE ANDRE THEURIET,RUE
750034574,8,RUE ANDRIEUX,RUE
750075435,18,RUE ANDROUET,RUE
750075445,18,RUE ANGELIQUE COMPOINT,RUE
750359617,12,RUE ANNA JACLARD,RUE
750174547,13,RUE ANNIE GIRARDOT,RUE
750141559,15,RUE ANSELME PAYEN,RUE
750119204,16,RUE ANTOINE ARNAULD,RUE
750151897,15,RUE ANTOINE BOURDELLE,RUE
750098784,14,RUE ANTOINE CHANTIN,RUE
750026249,6,RUE ANTOINE DUBOIS,RUE
750107253,15,RUE ANTOINE HAJJE,RUE
750061546,12,RUE ANTOINE-JULIEN HENARD,RUE
750119234,16,RUE ANTOINE ROUCHER,RUE
750180699,20,RUE ANTOINETTE FOUQUE,RUE
750057809,12,RUE ANTOINE VOLLON,RUE
750107268,15,RUE ANTONIN MERCIE,RUE
750013255,19,RUE ARCHEREAU,RUE
750030077,7,RUE ARISTIDE BRIAND,RUE
750075471,18,RUE ARISTIDE BRUANT,RUE
750107286,15,RUE ARISTIDE MAILLOL,RUE
750013430,19,RUE ARMAND CARREL,RUE
750075478,18,RUE ARMAND GAUTHIER,RUE
750107294,15,RUE ARMAND MOISANT,RUE
750034726,8,RUE ARSENE HOUSSAYE,RUE
750131081,17,RUE ARTHUR BRIERE,RUE
750045468,10,RUE ARTHUR GROUSSIER,RUE
750075510,18,RUE ARTHUR RANC,RUE
750013511,19,RUE ARTHUR ROZIER,RUE
750098938,14,RUE ASSELINE,RUE
750039972,9,RUE AUBER,RUE
750009465,4,RUE AUBRIOT,RUE
750009484,4,RUE AUBRY LE BOUCHER,RUE
750075596,18,RUE AUDRAN,RUE
750057859,12,RUE AUDUBON,RUE
750086010,20,RUE AUGER,RUE
750030104,7,RUE AUGEREAU,RUE
750050310,11,RUE AUGUSTE BARBIER,RUE
750159956,15,RUE AUGUSTE BARTHOLDI,RUE
750098983,14,RUE AUGUSTE CAIN,RUE
750107424,15,RUE AUGUSTE CHABRIERES,RUE
750086012,20,RUE AUGUSTE CHAPUIS,RUE
750026378,6,RUE AUGUSTE COMTE,RUE
750107428,15,RUE AUGUSTE DORCHAIN,RUE
750066278,13,RUE AUGUSTE LANCON,RUE
750050321,11,RUE AUGUSTE LAURENT,RUE
750119349,16,RUE AUGUSTE MAQUET,RUE
750098992,14,RUE AUGUSTE MIE,RUE
750066330,13,RUE AUGUSTE PERRET,RUE
750119370,16,RUE AUGUSTE VACQUERIE,RUE
750107451,15,RUE AUGUSTE VITU,RUE
750171433,13,RUE AUGUSTIN MOUCHOT,RUE
750013715,19,RUE AUGUSTIN THIERRY,RUE
750007398,3,RUE AU MAIRE,RUE
750066350,13,RUE AUMONT,RUE
750131111,17,RUE AUMONT-THIEVILLE,RUE
750007758,3,RUE AUX OURS,RUE
750075605,18,RUE AZAIS,RUE
750003268,2,RUE BACHAUMONT,RUE
750075612,18,RUE BACHELET,RUE
750000113,1,RUE BAILLET,RUE
750000124,1,RUE BAILLEUL,RUE
750099016,14,RUE BAILLOU,RUE
750006477,3,RUE BAILLY,RUE
750142385,15,RUE BALARD,RUE
750040043,9,RUE BALLU,RUE
750131136,17,RUE BALNY D'AVRICOURT,RUE
750179208,1,RUE BALTARD,RUE
750034823,8,RUE BALZAC,RUE
750360145,13,RUE BAPTISTE RENARD,RUE
750013753,19,RUE BARBANEGRE,RUE
750030314,7,RUE BARBET DE JOUY,RUE
750006503,3,RUE BARBETTE,RUE
750099033,14,RUE BARDINET,RUE
750107657,15,RUE BARGUE,RUE
750131161,17,RUE BARON,RUE
750146692,12,RUE BARON LE ROY,RUE
750066522,13,RUE BARRAULT,RUE
750013769,19,RUE BARRELET DE RICOU,RUE
750107666,15,RUE BARTHELEMY,RUE
750131183,17,RUE BARYE,RUE
750050400,11,RUE BASFROI,RUE
750021915,5,RUE BASSE DES CARMES,RUE
750009524,4,RUE BASSOMPIERRE,RUE
750182959,19,RUE BASTE,RUE
750119547,16,RUE BASTIEN LEPAGE,RUE
750075766,18,RUE BAUDELIQUE,RUE
750066580,13,RUE BAUDOIN,RUE
750168436,13,RUE BAUDRICOURT,RUE
750057964,12,RUE BAULANT,RUE
750107686,15,RUE BAUSSET,RUE
750034921,8,RUE BAYARD,RUE
750146194,17,RUE BAYEN,RUE
750107703,15,RUE BEATRIX DUSSANE,RUE
750006581,3,RUE BEAUBOURG,RUE
750107719,15,RUE BEAUGRENELLE,RUE
750034966,8,RUE BEAUJON,RUE
750099114,14,RUE BEAUNIER,RUE
750003366,2,RUE BEAUREGARD,RUE
750045484,10,RUE BEAUREPAIRE,RUE
750009596,4,RUE BEAUTREILLIS,RUE
750057978,12,RUE BECCARIA,RUE
750075780,18,RUE BECQUEREL,RUE
750119622,16,RUE BEETHOVEN,RUE
750086434,20,RUE BELGRAND,RUE
750075792,18,RUE BELHOMME,RUE
750131381,17,RUE BELIDOR,RUE
750107733,15,RUE BELLART,RUE
750075842,18,RUE BELLIARD,RUE
750066702,13,RUE BELLIER-DEDOUVRE,RUE
750119715,16,RUE BELLINI,RUE
750014020,19,RUE BELLOT,RUE
750099156,14,RUE BENARD,RUE
750014062,19,RUE BENJAMIN CONSTANT,RUE
750119735,16,RUE BENJAMIN FRANKLIN,RUE
750119767,16,RUE BENJAMIN GODARD,RUE
750119778,16,RUE BENOUVILLE,RUE
750006676,3,RUE BERANGER,RUE
750066732,13,RUE BERBIER DU METS,RUE
750184237,13,RUE BERENICE ABBOTT,RUE
750000200,1,RUE BERGER,RUE
750040144,9,RUE BERGERE,RUE
750119808,16,RUE BERLIOZ,RUE
750176007,17,RUE BERNARD BUFFET,RUE
750012502,3,RUE BERNARD DE CLAIRVAUX,RUE
750099196,14,RUE BERNARD DE VENTADOUR,RUE
750150201,18,RUE BERNARD DIMEY,RUE
750359654,12,RUE BERNARD LECACHE,RUE
750026410,6,RUE BERNARD PALISSY,RUE
750173370,19,RUE BERNARD TETU,RUE
750179479,8,RUE BERNOULLI,RUE
750035092,8,RUE BERRYER,RUE
750075933,18,RUE BERTHE,RUE
750021984,5,RUE BERTHOLLET,RUE
750000228,1,RUE BERTIN POIREE,RUE
750119829,16,RUE BERTON,RUE
750075951,18,RUE BERVIC,RUE
750131564,17,RUE BERZELIUS,RUE
750178750,20,RUE BESSIE COLEMAN,RUE
750131763,17,RUE BESSIERES,RUE
750131773,17,RUE BEUDANT,RUE
750099240,14,RUE BEZOUT,RUE
750146702,10,RUE BICHAT,RUE
750058445,12,RUE BIGNON,RUE
750131795,17,RUE BIOT,RUE
750058458,12,RUE BISCORNET,RUE
750086755,20,RUE BISSON,RUE
750178935,7,RUE BIXIO,RUE
750022042,5,RUE BLAINVILLE,RUE
750026427,6,RUE BLAISE-DESGOFFE,RUE
750150463,20,RUE BLANCHARD,RUE
750040218,9,RUE BLANCHE,RUE
750014086,19,RUE BLANCHE-ANTOINETTE,RUE
750040272,9,RUE BLEUE,RUE
750107834,15,RUE BLOMET,RUE
750006691,3,RUE BLONDEL,RUE
750066756,13,RUE BOBILLOT,RUE
750040293,9,RUE BOCHART DE SARON,RUE
750119961,16,RUE BOILEAU,RUE
750075966,18,RUE BOINOD,RUE
750120022,16,RUE BOIS LE VENT,RUE
750120085,16,RUE BOISSIERE,RUE
750076018,18,RUE BOISSIEU,RUE
750099284,14,RUE BOISSONADE,RUE
750035212,8,RUE BOISSY D'ANGLAS,RUE
750026443,6,RUE BONAPARTE,RUE
750149553,18,RUE BONNET,RUE
750006700,3,RUE BORDA,RUE
750152043,18,RUE BORIS VIAN,RUE
750108007,15,RUE BORROMEE,RUE
750120149,16,RUE BOSIO,RUE
750168319,7,RUE BOSQUET,RUE
750161984,10,RUE BOSSUET,RUE
750086873,20,RUE BOTHA,RUE
750014185,19,RUE BOTZARIS,RUE
750142501,10,RUE BOUCHARDON,RUE
750000252,1,RUE BOUCHER,RUE
750108030,15,RUE BOUCHUT,RUE
750076088,18,RUE BOUCRY,RUE
750040318,9,RUE BOUDREAU,RUE
750030576,7,RUE BOUGAINVILLE,RUE
750108043,15,RUE BOUILLOUX-LAFONT,RUE
750099343,14,RUE BOULARD,RUE
750131871,17,RUE BOULAY,RUE
750099388,14,RUE BOULITTE,RUE
750050704,11,RUE BOULLE,RUE
750040340,9,RUE BOURDALOUE,RUE
750014243,19,RUE BOURET,RUE
750155075,13,RUE BOURGON,RUE
750131937,17,RUE BOURSAULT,RUE
750142841,15,RUE BOURSEUL,RUE
750066950,13,RUE BOUSSINGAULT,RUE
750009801,4,RUE BOUTAREL,RUE
750022107,5,RUE BOUTEBRIE,RUE
750067010,13,RUE BOUTIN,RUE
750146704,11,RUE BOUVIER,RUE
750086927,20,RUE BOYER,RUE
750099400,14,RUE BOYER-BARRET,RUE
750156091,10,RUE BOY-ZELENSKI,RUE
750058485,12,RUE BRAHMS,RUE
750108140,15,RUE BRANCION,RUE
750012843,3,RUE BRANTOME,RUE
750026529,6,RUE BREA,RUE
750050772,11,RUE BREGUET,RUE
750131996,17,RUE BREMONTIER,RUE
750086935,20,RUE BRETONNEAU,RUE
750132041,17,RUE BREY,RUE
750099444,14,RUE BREZIN,RUE
750132051,17,RUE BRIDAINE,RUE
750120318,16,RUE BRIGNOLE,RUE
750067091,13,RUE BRILLAT-SAVARIN,RUE
750076121,18,RUE BRIQUET,RUE
750009817,4,RUE BRISEMICHE,RUE
750022136,5,RUE BROCA,RUE
750132107,17,RUE BROCHANT,RUE
750003463,2,RUE BRONGNIART,RUE
750099485,14,RUE BROUSSAIS,RUE
750108298,15,RUE BROWN-SEQUARD,RUE
750067185,13,RUE BRUANT,RUE
750099508,14,RUE BRULLER,RUE
750167317,17,RUE BRUNEL,RUE
750149555,13,RUE BRUNESEAU,RUE
750171391,9,RUE BRUNO COQUATRIX,RUE
750009836,4,RUE BUDE,RUE
750040439,9,RUE BUFFAULT,RUE
750022201,5,RUE BUFFON,RUE
750067252,13,RUE BUOT,RUE
750014293,19,RUE BURNOUF,RUE
750076142,18,RUE BURQ,RUE
750076167,18,RUE BUZELIN,RUE
750099679,14,RUE CABANIS,RUE
750067309,13,RUE CACHEUX,RUE
750040471,9,RUE CADET,RUE
750006777,3,RUE CAFFARELLI,RUE
750045843,10,RUE CAIL,RUE
750153411,13,RUE CAILLAUX,RUE
750145762,12,RUE CAILLETET,RUE
750076180,18,RUE CAILLIE,RUE
750076206,18,RUE CALMELS,RUE
750147146,18,RUE CALMELS PROLONGEE,RUE
750035270,8,RUE CAMBACERES,RUE
750156690,1,RUE CAMBON,RUE
750108379,15,RUE CAMBRONNE,RUE
750177843,17,RUE CAMILLE BLAISOT,RUE
750160216,20,RUE CAMILLE BOMBOIS,RUE
750050874,11,RUE CAMILLE DESMOULINS,RUE
750146323,15,RUE CAMILLE DESMOULINS 15EME,RUE
750076256,18,RUE CAMILLE FLAMMARION,RUE
750168020,17,RUE CAMILLE PISSARRO,RUE
750158253,18,RUE CAMILLE TAHAN,RUE
750099737,14,RUE CAMPAGNE PREMIERE,RUE
750156691,15,RUE CAMULOGENE,RUE
750058608,12,RUE CANNEBIERE,RUE
750171268,13,RUE CANTAGREL,RUE
750076310,18,RUE CAPLAT,RUE
750155079,18,RUE CAPRON,RUE
750108477,15,RUE CARCEL,RUE
750132205,17,RUE CARDAN,RUE
750026612,6,RUE CARDINALE,RUE
750040540,9,RUE CARDINAL MERCIER,RUE
750132364,17,RUE CARDINET,RUE
750014351,19,RUE CARDUCCI,RUE
750176999,14,RUE CARLOS FUENTES,RUE
750132458,17,RUE CAROLINE,RUE
750359279,6,RUE CAROLINE ET WILLIAM HERSCHEL,RUE
750014368,19,RUE CAROLUS DURAN,RUE
750009851,4,RUE CARON,RUE
750076354,18,RUE CARPEAUX,RUE
750108506,15,RUE CARRIER-BELLEUSE,RUE
750050919,11,RUE CARRIERE-MAINGUET,RUE
750026623,6,RUE CASIMIR DELAVIGNE,RUE
750181018,7,RUE CASIMIR PERIER,RUE
750026638,6,RUE CASSETTE,RUE
750099762,14,RUE CASSINI,RUE
750108638,15,RUE CASTAGNARY,RUE
750009870,4,RUE CASTEX,RUE
750042457,9,RUE CATHERINE DE LA ROCHEFOUCAULD,RUE
750000417,1,RUE CATINAT,RUE
750132482,17,RUE CATULLE MENDES,RUE
750076381,18,RUE CAUCHOIS,RUE
750164056,15,RUE CAUCHY,RUE
750076470,18,RUE CAULAINCOURT,RUE
750076524,18,RUE CAVALLOTTI,RUE
750076548,18,RUE CAVE,RUE
750014426,19,RUE CAVENDISH,RUE
750165266,18,RUE CAZOTTE,RUE
750184116,14,RUE CECILE FURTADO HEINE,RUE
750099820,14,RUE CELS,RUE
750162071,5,RUE CENSIER,RUE
750156114,15,RUE CEPRE,RUE
750132500,17,RUE CERNUSCHI,RUE
750108729,15,RUE CESAR FRANCK,RUE
750179059,19,RUE CESARIA EVORA,RUE
750177237,19,RUE CÉSARIA ÉVORA,RUE
750166865,11,RUE CESSELIN,RUE
750003688,2,RUE CHABANAIS,RUE
750120488,16,RUE CHALGRIN,RUE
750058681,12,RUE CHALIGNY,RUE
750035312,8,RUE CHAMBIGES,RUE
750120497,16,RUE CHAMFORT,RUE
750030862,7,RUE CHAMPFLEURY,RUE
750076782,18,RUE CHAMPIONNET,RUE
750022430,5,RUE CHAMPOLLION,RUE
750175433,19,RUE CHANA ORLOFF,RUE
750120515,16,RUE CHANEZ,RUE
750058760,12,RUE CHANGARNIER,RUE
750009938,4,RUE CHANOINESSE,RUE
750050948,11,RUE CHANZY,RUE
750006792,3,RUE CHAPON,RUE
750077092,18,RUE CHAPPE,RUE
750040651,9,RUE CHAPTAL,RUE
750120556,16,RUE CHAPU,RUE
750067500,13,RUE CHARBONNEL,RUE
750167729,13,RUE CHARCOT,RUE
750120570,16,RUE CHARDIN,RUE
750120667,16,RUE CHARDON-LAGACHE,RUE
750162021,4,RUE CHARLEMAGNE,RUE
750059140,12,RUE CHARLES BAUDELAIRE,RUE
750067566,13,RUE CHARLES BERTHEAU,RUE
750059148,12,RUE CHARLES BOSSUT,RUE
750155585,20,RUE CHARLES CROS,RUE
750051012,11,RUE CHARLES DELESCLUZE,RUE
750120684,16,RUE CHARLES DICKENS,RUE
750099835,14,RUE CHARLES DIVRY,RUE
750087413,20,RUE CHARLES ET ROBERT,RUE
750067582,13,RUE CHARLES FOURIER,RUE
750007066,3,RUE CHARLES-FRANCOIS DUPUIS,RUE
750087435,20,RUE CHARLES FRIEDEL,RUE
750132549,17,RUE CHARLES GERHARDT,RUE
750077203,18,RUE CHARLES HERMITE,RUE
750120697,16,RUE CHARLES LAMOUREUX,RUE
750077226,18,RUE CHARLES LAUTH,RUE
750108916,15,RUE CHARLES LECOCQ,RUE
750099842,14,RUE CHARLES LE GOFFIC,RUE
750161058,11,RUE CHARLES LUIZET,RUE
750120701,16,RUE CHARLES MARIE WIDOR,RUE
