Identifiant;Nom parc;INSEE;Adresse principale;URL ressource services;Type usagers;Gratuit;Nbre total places;Nbre place parc relais;Nbre place PMR;Nbre place voit elec;Nbre place vélo;Nbre place velo-2rm elec;Nbre place autopartage;Nbre place 2rm;Nbre place covoiturage;Hauteur max;Numéro SIRET;X longitude parc WGS84;Y latitude parc WGS84;Tarif PMR;Tarif_1h;Tarif_2h;Tarif_3h;Tarif_4h;Tarif_24h;Abonnement résident;Abonnement non résident;Type ouvrage;Informations;Identifiants entrées;Adresses entrées;Arrondissement;Délégataire;Téléphone;Horaire ouverture non abonnés;Ascenseur surface;Date application tarif abonnement;Abonnement mensuel;Abonnement annuel;Tarif VL petit rouleur;Tarif petit rouleur annuel mini;Tarif petit rouleur annuel maxi;Tarif VL résident;Tarif résident annuel;Date application tarif horaire;Tarif_15mn;Tarif_30mn;Tarif_1h30;Tarif_7h;Tarif_8h;Tarif_9h;Tarif_10h;Tarif_11h;Tarif_12h;Tarif abonnement PMR mensuel;Tarif abonnement PMR timestriel;Tarif abonnement PMR annuel;Date MaJ données tarif;Tarif abonnement VéhElect mensuel;Tarif abonnement VéhElect trimestriel;Tarif abonnement VéhElect annuel;Tarif moto 1ere heure;Tarif abonnement moto mensuel;Tarif abonnement moto trimestriel;Tarif abonnement moto annuel;Tarif abonnement vélo mensuel;Coord X entrées LB93;Coord Y entrées LB93;Code zones résidentielles;Tarif_15mn Moto;Tarif_30mn Moto;Tarif_24h Moto;Tarif moto petit rouleur;Tarif moto petit rouleur annuel mini;Tarif moto petit rouleur annuel maxi;Tarif moto résident;Tarif moto résident annuel;Parc amodié;Tarif abonnement place attribuée annuel;Parc relais;Tarif abonnement parc relais annuel;Tarif résident mensuel;Parc affilié au dispositif Pass 2RM;Tarif horaire préférentiel Moto Pass 2RM;Tarif de l'abonnement au Pass 2RM mensuel;Tarif de l'abonnement au Pass 2RM trimestriel;Tarif de l'abonnement au Pass 2RM annuel;geo_shape;geo_point_2d
75116-P-016;PASSY;75116;82 ter rue de passy, 75016, Paris;https://fr.parkindigo.com/parking/paris-75016/passy-75161100;tous;0;351;0;8;3;20;0;0;14;0;190;7,22044E+13;22.753.247;4.885.819.322;tarif_special;4.8;9.6;14.4;19.2;43.2;320.0;400.0;ouvrage;tarif petit rouleur -25 % = contacter le parc,tarif PMR = 2,40 euros;16-E-A;82 TER RUE DE PASSY;16;INDIGO;141720260;24h / 24;OUI;2023-04-01T04:00:00+02:00;400.0;4160.0;OUI;2496.0;3328.0;NON;;2023-01-01T02:00:00+01:00;1.2;2.4;7.2;33.6;38.4;43.2;43.2;43.2;43.2;200.0;570.0;2080.0;2023-06-01T04:00:00+02:00;200.0;570.0;2080.0;1.65;140.0;399.0;1456.0;10.0;646.830.233;6862261.43;16K,16L,16M,16N,16P,16R,16S,16T,16U;0.45;0.85;14.85;OUI;873.75;1165.0;NON;;NON;5637.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.2753246958593487, 48.85819321461263], ""type"": ""Point""}";48.85819321461263, 2.2753246958593487
75112-P-164;VELOSTATION VAN GOGH;75112;4 m rue van gogh, 75012, Paris;https://www.saemes.fr/fr/parking/velostation-van-gogh;abonnés;0;0;0;0;0;198;30;0;0;0;230;3,17033E+13;237.125.675;4.884.369.509;;;;;;;;;ouvrage;uniquement velos et velos avec assistance electrique;164-M-A;4 M RUE VAN GOGH;12;SAEMES;144829999;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;1900-01-01T01:09:21+01:00;;;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;;;;2023-06-01T04:00:00+02:00;;;;;;;;10.0;653.855.816;6.860.589.049;;;;;NON;;;NON;;NON;;NON;;;NON;;;;;"{""coordinates"": [2.37125674571118, 48.843695087061434], ""type"": ""Point""}";48.843695087061434, 2.37125674571118
75116-P-140;MARCEAU ETOILE;75116;75 ter avenue marceau, 75016, Paris;https://www.q-park.fr/fr-fr/villes/paris/marceau-champs-elysées/;tous;0;503;0;10;2;0;0;0;10;0;190;3,78888E+13;229.688.532;4.887.147.207;;6.3;12.6;18.9;25.2;50.4;200.0;368.0;ouvrage;;140-E-A;75 TER AVENUE MARCEAU;16;Q PARK;140701010;24h / 24;OUI;2023-01-01T02:00:00+01:00;368.0;3545.0;NON;;;OUI;2400.0;2023-01-01T02:00:00+01:00;1.6;3.15;9.45;44.1;50.4;50.4;50.4;50.4;50.4;;;;2023-06-01T04:00:00+02:00;145.0;;1740.0;;168.0;464.0;1312.0;;648.425.251;6.863.723.623;8E,8F,8G,8H,8J,16E,16F,16G,16H,16I,16J,17E;;;;NON;;;NON;;NON;4561.0;NON;;200.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.296885315501811, 48.87147207045257], ""type"": ""Point""}";48.87147207045257, 2.296885315501811
75106-P-135;SAINT PLACIDE;75106;33 ter rue saint placide, 75006, Paris;https://www.q-park.fr/fr-fr/villes/paris/saint-placide-sèvres-rue-de-rennes/;abonnés;0;207;0;5;0;0;0;0;0;0;190;3,78888E+13;232.569.223;4.884.861.163;;;;;;;;328.0;ouvrage;abonnements avec reservation uniquement;135-E-A;33 TER RUE SAINT PLACIDE;6;Q PARK;140701010;POUR ABONNES;OUI;1900-01-01T01:09:21+01:00;;;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;;;;2023-06-01T04:00:00+02:00;;;;;195.0;585.0;2340.0;;650.516.531;6.861.163.311;;;;;NON;;;NON;;NON;3936.0;NON;;;OUI;;90.0;256.0;990.0;"{""coordinates"": [2.3256922264375577, 48.848611631437116], ""type"": ""Point""}";48.848611631437116, 2.3256922264375577
75105-P-085;POLIVEAU;75105;39 bis rue poliveau, 75005, Paris;https://www.saemes.fr/fr/parking/parking-poliveau;abonnés;0;57;0;0;0;0;0;1;2;0;190;3,17033E+13;235.755.955;4.883.985.185;;;;;;;;179.0;ouvrage;abonnements avec reservation uniquement;85-E-A;39 BIS RUE POLIVEAU;5;SAEMES;144829999;POUR ABONNES;NON;1900-01-01T01:09:21+01:00;;;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;;;;2023-06-01T04:00:00+02:00;;;;;;197.0;;;652.847.108;6.860.169.811;;;;;NON;;;NON;;NON;1790.0;NON;;;NON;;;;;"{""coordinates"": [2.3575595459009255, 48.8398518445111], ""type"": ""Point""}";48.8398518445111, 2.3575595459009255
75118-P-038;PORTE DE CLIGNANCOURT;75118;20 ter avenue de la porte de clignancourt, 75018, Paris;https://www.sags.fr/parking-paris/paris-porte-de-clignancourt.html;tous;0;508;0;11;4;20;0;0;33;0;190;3,89338E+13;234.452.756;4.889.960.751;tarif_special;3.8;7.6;11.4;15.2;34.2;94.6;136.0;ouvrage;tarif petit rouleur -50 % = contacter le parc,tarif PMR = 1,70 euros;38-E-A;20 TER AVENUE DE LA PORTE DE CLIGNANCOURT;18;SAGS;142640382;24h / 24;OUI;2023-05-01T04:00:00+02:00;136.0;1360.0;NON;;;OUI;946.0;2023-05-01T04:00:00+02:00;0.95;1.9;5.7;26.6;30.4;34.2;34.2;34.2;34.2;0.0;0.0;0.0;2023-06-01T04:00:00+02:00;95.5;267.4;955.0;1.3;47.6;133.28;476.0;10.0;651.945.784;6.866.822.054;18E,18F,18G,18H,18J,18K,18L,18M,18N,18P,18R,18S,18T;0.3;0.65;11.7;NON;;;OUI;330.0;NON;1700.0;NON;;94.6;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.344527559001447, 48.899607507984825], ""type"": ""Point""}";48.899607507984825, 2.344527559001447
75115-P-165;VELOSTATION GARE MONTPARNASSE;75115;22 m rue de l arrivee, 75015, Paris;https://fr.parkindigo.com/parking/paris-75015/velostation-gare-montparnasse-75150800;abonnés;0;0;0;0;0;340;40;0;0;0;230;3,04646E+13;232.100.915;4.884.267.019;;;;;;;;;ouvrage;uniquement velos et velos avec assistance electrique;165-M-A;22 M RUE DE L ARRIVEE;15;INDIGO;145484330;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;1900-01-01T01:09:21+01:00;;;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;;;;2023-06-01T04:00:00+02:00;;;;;;;;10.0;650.167.195;6.860.505.628;;;;;NON;;;NON;;NON;;NON;;;NON;;;;;"{""coordinates"": [2.3210091462608244, 48.8426701881046], ""type"": ""Point""}";48.8426701881046, 2.3210091462608244
75104-P-007;HOTEL DE VILLE;75104;6 ter quai de gesvres, 75004, Paris;https://www.saemes.fr/fr/parking/parking-hotel-de-ville;tous;0;455;0;10;27;17;12;5;72;0;180;3,17033E+13;2.349.561;4.885.658.712;tarif_special;4.4;8.8;13.2;17.6;39.6;224.0;280.0;ouvrage;tarif petit rouleur -25 % = contacter le parc,tarif PMR = 2,20 euros;7-M-A;6 TER QUAI DE GESVRES;4;SAEMES;142715196;24h / 24;OUI;2023-01-01T02:00:00+01:00;280.0;2800.0;OUI;1680.0;2240.0;NON;;2022-01-01T02:00:00+01:00;1.1;2.2;6.6;30.8;35.2;39.6;39.6;39.6;39.6;140.0;399.0;1400.0;2023-06-01T04:00:00+02:00;140.0;399.0;1400.0;1.5;98.0;279.3;980.0;18.0;652.275.384;6.862.035.419;1E,2E,3E,4E,34F,5G,5J,6E,11G;0.4;0.8;13.5;NON;;;OUI;686.0;NON;3640.0;NON;;;NON;;;;;"{""coordinates"": [2.3495609979908463, 48.85658711867233], ""type"": ""Point""}";48.85658711867233, 2.3495609979908463
75117-P-123;WAGRAM COURCELLES;75117;103 ter rue jouffroy d abbans, 75017, Paris;https://fr.parkindigo.com/parking/paris-75017/wagram-courcelles-75170700;tous;0;564;0;5;0;0;0;0;10;0;190;7,22054E+13;230.128.819;4.888.189.715;;5.2;10.4;15.6;20.8;46.8;;338.0;ouvrage;;123-M-A;103 TER RUE JOUFFROY D ABBANS;17;INDIGO;141720271;24h / 24;OUI;2023-04-01T04:00:00+02:00;338.0;3515.0;NON;;;NON;;2023-01-01T02:00:00+01:00;1.3;2.6;7.8;36.4;41.6;46.8;46.8;46.8;46.8;;;;2023-06-01T04:00:00+02:00;;;;;122.0;345.0;1268.0;;648.758.459;6.864.879.949;;;;;NON;;;NON;;NON;;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.3012881898046347, 48.881897152105694], ""type"": ""Point""}";48.881897152105694, 2.3012881898046347
75117-P-036;TERNES;75117;4 ter avenue des ternes, 75017, Paris;https://fr.parkindigo.com/parking/paris-75017/ternes-75172100;tous;0;1086;0;23;3;0;0;0;102;0;185;5,04727E+13;229.685.646;4.887.815.862;tarif_special;4.6;9.2;13.8;18.4;41.4;187.0;259.0;ouvrage;tarif petit rouleur -40 % = contacter le parc,autres entrees = 38 ter avenue des Ternes, 75017, Paris et 59 ter avenue des Ternes, 75017, Paris,tarif PMR = 2,30 euros;36-E-A,36-E-B,36-E-C;4 TER AVENUE DES TERNES,38 TER AVENUE DES TERNES,59 TER AVENUE DES TERNES;17;INDIGO;141720271;24h / 24;OUI;2023-05-01T04:00:00+02:00;259.0;2693.0;OUI;1171.2;1952.0;NON;;2023-02-01T02:00:00+01:00;1.15;2.3;6.9;32.2;36.8;41.4;41.4;41.4;41.4;129.0;369.0;1346.0;2023-06-01T04:00:00+02:00;129.0;369.0;1346.0;1.6;90.0;258.0;942.0;10.0;648429.755 | 648169.669 | 648052.591;6864467.135 | 6864558.945 | 6864576.672;8F,8G,16E,16F,16G,17E,17F,17G,17H,17J,17L,17M,17N;0.4;0.8;14.4;OUI;411.6;686.0;NON;;NON;3366.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.296856456300573, 48.87815861482397], ""type"": ""Point""}";48.87815861482397, 2.296856456300573
75105-P-009;POLYTECHNIQUE;75105;13 ter rue jacques henri lartigue, 75005, Paris;https://www.saemes.fr/fr/parking/parking-polytechnique;abonnés;0;246;0;0;0;0;0;0;13;0;190;3,17033E+13;235.100.115;4.884.701.415;;;;;;;;239.0;ouvrage;abonnements avec reservation uniquement;9-E-A;13 TER RUE JACQUES HENRI LARTIGUE;5;SAEMES;144829999;POUR ABONNES;NON;1900-01-01T01:09:21+01:00;;;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;;;;2023-06-01T04:00:00+02:00;;;;;96.0;282.0;1013.0;;652.372.301;6.860.970.124;;;;;NON;;;NON;;NON;2533.0;NON;;;NON;;;;;"{""coordinates"": [2.351001150053828, 48.847014152617795], ""type"": ""Point""}";48.847014152617795, 2.351001150053828
75101-P-147;SEBASTOPOL;75101;37 ter boulevard sebastopol, 75001, Paris;https://fr.parkindigo.com/parking/paris-75001/sebastopol-75010500;tous;0;488;0;12;2;0;0;0;72;0;190;3,04646E+13;234.947.353;4.886.098.926;;5.0;10.0;15.0;20.0;45.0;181.0;259.0;ouvrage;;147-E-A;37 TER BOULEVARD SEBASTOPOL;1;INDIGO;141720265;24h / 24;OUI;2023-04-01T04:00:00+02:00;259.0;2693.0;NON;;;OUI;1885.0;2023-01-01T02:00:00+01:00;1.25;2.5;7.5;35.0;40.0;45.0;45.0;45.0;45.0;;;;2023-06-01T04:00:00+02:00;129.0;369.0;1346.0;;90.0;258.0;942.0;;652.272.999;6.862.524.952;1E,2E,3E,4E;;;;NON;;;NON;;NON;3366.0;NON;;181.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3494735300059104, 48.86098925651647], ""type"": ""Point""}";48.86098925651647, 2.3494735300059104
75112-P-062;BERCY RELAIS MERCURE;75112;69 ter rue de bercy, 75012, Paris;https://all.accor.com/hotel/0941/index.fr.shtml;tous;0;157;0;4;0;0;0;0;0;0;190;4,0207E+13;238.153.136;4.883.817.784;;3.6;7.2;10.8;14.4;30.0;;155.0;ouvrage;URL indique est celui de l'hotel dont depend le parc de stationnement;62-M-A;69 TER RUE DE BERCY;12;SIM;153465050;24h / 24;NON;2013-01-01T02:00:00+01:00;155.0;1860.0;NON;;;NON;;2019-01-01T02:00:00+01:00;0.9;1.8;5.4;22.0;24.0;26.0;28.0;30.0;30.0;;;;2023-06-01T04:00:00+02:00;;;;;;;;;654.605.061;6.859.969.631;;;;;NON;;;NON;;NON;1680.0;NON;;;NON;;;;;"{""coordinates"": [2.38153135867883, 48.838177841321915], ""type"": ""Point""}";48.838177841321915, 2.38153135867883
75101-P-046;LOUVRE SAMARITAINE;75101;7 place du louvre, 75001, Paris;https://fr.parkindigo.com/parking/paris-75001/louvre-samaritaine-75011200;tous;0;569;0;13;6;60;20;0;43;0;190;5,04727E+13;234.052.914;4.885.948.368;tarif_special;5.0;10.0;15.0;20.0;45.0;239.0;299.0;ouvrage;tarif petit rouleur -52 % = contacter le parc,tarif PMR = 2,50 euros;46-E-A;7 PLACE DU LOUVRE;1;INDIGO;141720261;24h / 24;OUI;2023-04-01T04:00:00+02:00;299.0;3109.0;OUI;1193.76;2487.0;NON;;2023-01-01T02:00:00+01:00;1.25;2.5;7.5;35.0;40.0;45.0;45.0;45.0;45.0;149.0;426.0;1554.0;2023-06-01T04:00:00+02:00;149.0;426.0;1554.0;1.75;104.0;297.0;1088.0;10.0;651.615.395;6.862.362.988;1E;0.45;0.9;15.75;OUI;414.24;863.0;NON;;NON;3886.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.340529135596298, 48.85948367925793], ""type"": ""Point""}";48.85948367925793, 2.340529135596298
75119-P-102;MAIRIE DU 19EME;75119;5 m rue andre dubois, 75019, Paris;https://www.saemes.fr/fr/parking/parking-mairie-du-19eme;abonnés;0;237;0;1;0;0;0;2;13;0;190;3,17033E+13;238.175.476;48.883.421;tarif_special;;;;;;;178.0;ouvrage;abonnements avec reservation uniquement;102-M-A;5 M RUE ANDRE DUBOIS;19;SAEMES;144829999;POUR ABONNES;NON;1900-01-01T01:09:21+01:00;;;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;;216.0;;2023-06-01T04:00:00+02:00;;;;;72.0;192.0;720.0;;654.660.847;6.865.000.181;;;;;NON;;;NON;;NON;1780.0;NON;;;NON;;;;;"{""coordinates"": [2.381754758184156, 48.8834209980932], ""type"": ""Point""}";48.8834209980932, 2.381754758184156
75106-P-081;ANDRE HONNORAT;75106;8 bis rue auguste comte, 75006, Paris;https://fr.parkindigo.com/parking/paris-75006/andre-honnorat-75061700;abonnés;0;326;0;0;0;0;0;0;3;0;190;6,42021E+13;233.797.566;4.884.422.067;;;;;;;;220.0;ouvrage;abonnements avec reservation uniquement;81-E-A;8 BIS RUE AUGUSTE COMTE;6;INDIGO;?;POUR ABONNES;NON;1900-01-01T01:09:21+01:00;220.0;2200.0;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;;;;2023-06-01T04:00:00+02:00;;;;;150.0;427.5;1500.0;;651.413.825;6.860.667.452;;;;;NON;;;NON;;NON;3600.0;NON;;;OUI;;90.0;256.0;990.0;"{""coordinates"": [2.337975660658169, 48.844220669513405], ""type"": ""Point""}";48.844220669513405, 2.337975660658169
75104-P-116;RIVOLI SEBASTOPOL;75104;5 ter rue pernelle, 75004, Paris;https://www.saemes.fr/fr/parking/parking-rivoli-sebastopol;tous;0;245;0;3;1;0;0;0;21;0;185;3,17033E+13;234.944.833;4.885.856.491;;4.8;9.6;14.4;19.2;43.2;184.0;264.0;ouvrage;;116-E-A;5 TER RUE PERNELLE;4;SAEMES;142722993;24h / 24;NON;2023-01-01T02:00:00+01:00;264.0;2640.0;NON;;;OUI;1840.0;2023-01-01T02:00:00+01:00;1.2;2.4;7.2;33.6;38.4;43.2;43.2;43.2;43.2;;;;2023-06-01T04:00:00+02:00;132.0;336.0;1320.0;1.65;106.0;269.0;1056.0;;652.268.929;6862255.4;1E,2E,3E,4E,34F,5G,5J;0.45;0.85;14.85;NON;;;OUI;790.0;NON;3416.0;NON;;184.0;NON;;;;;"{""coordinates"": [2.349448326542347, 48.85856490669697], ""type"": ""Point""}";48.85856490669697, 2.349448326542347
75108-P-159;ROND POINT (GARAGE);75108;2 m rond point des champs elysees marcel dassault, 75008, Paris;https://fr.parkindigo.com/acheteruneplace/parking/paris-75008/rond-point-des-champs-elysees-75080400;abonnés;0;330;0;0;0;0;0;0;0;0;190;6,42021E+13;231.104.798;4.886.932.421;tarif_special;;;;;;156.0;293.0;ouvrage;;159-E-A;2 M ROND POINT DES CHAMPS ELYSEES MARCEL DASSAULT;8;INDIGO;144829999;POUR ABONNES;OUI;1900-01-01T01:09:21+01:00;293.0;2930.0;NON;;;OUI;1560.0;1900-01-01T01:09:21+01:00;;;;;;;;;;0.0;0.0;0.0;2023-06-01T04:00:00+02:00;146.0;417.0;1460.0;;102.0;291.0;1020.0;10.0;649.461.998;6863475.64;8E,8F,8G,8H,8J;;;;NON;;;OUI;540.0;NON;3510.0;NON;;156.0;NON;;;;;"{""coordinates"": [2.3110479812439455, 48.86932420562668], ""type"": ""Point""}";48.86932420562668, 2.3110479812439455
75112-P-047;REUILLY DIDEROT;75112;30 ter rue de reuilly, 75012, Paris;https://www.saemes.fr/fr/parking/parking-reuilly-diderot;tous;0;135;0;3;2;15;0;1;5;0;350;3,17033E+13;238.725.815;4.884.654.591;;4.3;8.6;12.9;17.2;38.7;156.0;196.0;ouvrage;hauteur 350 cm niveau -1 seulement autres niveaux 185;47-E-A;30 TER RUE DE REUILLY;12;SAEMES;143458121;24h / 24;OUI;2023-01-01T02:00:00+01:00;196.0;1970.0;NON;;;OUI;1576.0;2023-01-01T02:00:00+01:00;1.1;2.2;6.5;30.1;34.4;38.7;38.7;38.7;38.7;;;;2023-06-01T04:00:00+02:00;98.0;274.0;985.0;1.5;76.0;214.0;788.0;18.0;655.032.613;6.860.896.802;12E,12G,12H,12J,12M,12N,12P,12R,11K,11L;0.4;0.8;13.5;NON;;;OUI;591.0;NON;2462.0;NON;;156.0;NON;;;;;"{""coordinates"": [2.387258146698683, 48.846545914051106], ""type"": ""Point""}";48.846545914051106, 2.387258146698683
75112-P-115;HECTOR MALOT;75112;61 quater avenue daumesnil, 75012, Paris;https://www.saemes.fr/fr/parking/parking-hector-malot;abonnés;0;442;0;6;0;7;0;0;36;0;200;3,17033E+13;237.633.192;4.884.690.131;tarif_special;;;;;;;192.0;ouvrage;abonnements avec reservation uniquement;115-E-A;61 QUATER AVENUE DAUMESNIL;12;SAEMES;144829999;POUR ABONNES;OUI;1900-01-01T01:09:21+01:00;;;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;86.0;223.0;860.0;2023-06-01T04:00:00+02:00;;;;;77.0;200.0;770.0;18.0;654.231.097;6.860.942.596;;;;;NON;;;NON;;NON;1920.0;NON;;;NON;;;;;"{""coordinates"": [2.376331922012288, 48.84690130645877], ""type"": ""Point""}";48.84690130645877, 2.376331922012288
75104-P-124;BAUDOYER;75104;25 ter rue de rivoli, 75004, Paris;http://realpark.fr/parking/baudoyer.html;tous;0;317;0;6;0;6;0;0;11;0;195;3,84189E+13;235.539.936;4.885.647.646;;4.8;9.5;14.6;18.8;39.6;;249.0;ouvrage;;124-E-A;25 TER RUE DE RIVOLI;4;REALPARK S.A.;144171819;24h / 24;OUI;2014-03-01T02:00:00+01:00;249.0;2500.0;NON;;;NON;;2023-04-01T04:00:00+02:00;1.2;2.4;7.2;32.4;36.0;39.6;39.6;39.6;39.6;;;;2023-06-01T04:00:00+02:00;;;;;100.0;;;1.083.333.333;652.703.652;6.862.019.602;;;;;NON;;;NON;;NON;;NON;;;NON;;;;;"{""coordinates"": [2.355399363705927, 48.856476461182424], ""type"": ""Point""}";48.856476461182424, 2.355399363705927
75107-P-060;INVALIDES;75107;24 rue de constantine, 75007, Paris;https://fr.parkindigo.com/parking/paris-75007/invalides-75070100;tous;0;1006;0;3;0;5;0;0;26;0;190;7,22054E+13;231.465.998;4.885.928.758;tarif_special;5.0;10.0;15.0;20.0;45.0;194.0;278.0;ouvrage;tarif PMR = 2,50 euros;60-E-A;24 RUE DE CONSTANTINE;7;INDIGO;147053647;24h / 24;PREVU;2023-04-01T04:00:00+02:00;278.0;2891.0;NON;;;OUI;2023.0;2023-01-01T02:00:00+01:00;1.25;2.5;7.5;35.0;40.0;45.0;45.0;45.0;45.0;139.0;396.0;1445.0;2023-06-01T04:00:00+02:00;139.0;396.0;1445.0;1.75;97.0;276.0;1011.0;10.0;649.717.263;6.862.357.346;1E,7E,7F,7G,7H,7J,7K,7L,7M,7N,8E,16H;0.45;0.9;15.75;NON;;;OUI;708.0;NON;3952.0;NON;;194.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3146599819354674, 48.85928758141847], ""type"": ""Point""}";48.85928758141847, 2.3146599819354674
75117-P-035;PORTE DE CHAMPERRET;75117;6 ter avenue de la porte de champerret, 75017, Paris;https://fr.parkindigo.com/parking/paris-75017/porte-de-champerret-75171600;tous;0;1473;100;31;6;5;0;3;43;0;190;3,04646E+13;228.784.794;4.888.630.953;;4.6;9.2;13.8;18.4;41.4;114.0;164.0;ouvrage;autre entree = 10 boulevard de l Yser, 75017, Paris;35-E-A,35-E-B;6 TER AVENUE DE LA PORTE DE CHAMPERRET,10 BOULEVARD DE L YSER;17;INDIGO;141720271;24h / 24;OUI;2023-04-01T04:00:00+02:00;164.0;1705.0;NON;;;OUI;1193.0;2023-01-01T02:00:00+01:00;1.15;2.3;6.9;32.2;36.8;41.4;41.4;41.4;41.4;;;;2023-06-01T04:00:00+02:00;114.0;324.0;1193.0;1.6;81.0;228.0;842.0;10.0;647777.241 | 647759.302;6865379.381 | 6865240.448;17E,17F,17G,17H,17L,17M,17N;0.4;0.8;14.4;NON;;;OUI;593.0;NON;2131.0;OUI;75.0;114.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.2878479439128454, 48.88630952629434], ""type"": ""Point""}";48.88630952629434, 2.2878479439128454
75109-P-023;ANVERS;75109;41 bis boulevard de rochechouart, 75009, Paris;https://www.sags.fr/parking-paris/paris-anvers.html;tous;0;506;0;11;4;15;0;11;35;0;190;3,17033E+13;234.401.878;488.826.603;tarif_special;4.4;8.8;13.2;17.6;39.6;135.0;250.0;ouvrage;tarif PMR = 2,20 euros;23-E-A;41 BIS BOULEVARD DE ROCHECHOUART;9;SAGS;142810511;24h / 24;OUI;2023-01-01T02:00:00+01:00;250.0;2500.0;NON;;;OUI;1350.0;2023-01-01T02:00:00+01:00;1.1;2.2;6.6;30.8;35.2;39.6;39.6;39.6;39.6;0.0;0.0;0.0;2023-06-01T04:00:00+02:00;175.0;498.75;1750.0;1.45;87.5;249.0;875.0;10.0;651892.83;6.864.937.925;9E,9F,9G,10G,18F,18G,18H;0.4;0.75;12.65;NON;;;OUI;472.5;NON;3125.0;NON;;135.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3440187836403967, 48.88266030197595], ""type"": ""Point""}";48.88266030197595, 2.3440187836403967
75117-P-064;PORTE MAILLOT;75117;16 place de la porte maillot, 75017, Paris;https://fr.parkindigo.com/parking/paris-75017/porte-maillot-75172200;tous;0;944;100;38;3;0;0;3;0;0;190;6,42021E+13;228.226.367;4.887.873.861;tarif_special;4.6;9.2;13.8;18.4;41.4;160.0;201.0;ouvrage;tarif petit rouleur -25 % = contacter le parc,tarif PMR = 2,30 euros;64-E-A;16 PLACE DE LA PORTE MAILLOT;17;INDIGO;141720260;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A;2023-05-01T04:00:00+02:00;201.0;2090.0;OUI;1254.0;1672.0;NON;;2023-02-01T02:00:00+01:00;1.15;2.3;6.9;32.2;36.8;41.4;41.4;41.4;41.4;100.0;285.0;1045.0;2023-06-01T04:00:00+02:00;100.0;285.0;1045.0;1.6;70.0;198.0;731.0;10.0;647360.1;6.864.541.255;16E,17E,17F;0.4;0.8;14.4;OUI;436.5;582.0;NON;;NON;;OUI;75.0;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.2822636671601897, 48.878738604610675], ""type"": ""Point""}";48.878738604610675, 2.2822636671601897
75112-P-029;BASTILLE;75112;29 boulevard de la bastille, 75012, Paris;https://fr.parkindigo.com/parking/paris-75012/bastille-75121100;tous;0;447;0;5;50;78;16;0;17;0;190;3,04646E+13;236.818.245;4.884.948.604;tarif_special;4.4;8.8;13.2;17.6;39.6;162.0;203.0;ouvrage;tarif petit rouleur -25 % = contacter le parc,tarif PMR = 2,20 euros;29-E-A;29 BOULEVARD DE LA BASTILLE;12;INDIGO;143467415;24h / 24;OUI;2023-05-01T04:00:00+02:00;203.0;2030.0;OUI;1215.0;1620.0;NON;;2023-02-01T02:00:00+01:00;1.1;2.2;6.6;30.8;35.2;39.6;39.6;39.6;39.6;101.0;288.0;1010.0;2023-06-01T04:00:00+02:00;101.0;288.0;1010.0;1.5;71.0;201.0;710.0;10.0;653.635.347;6.861.234.748;4E,34F,11G,11H,11K,12E,12G;0.4;0.8;13.5;OUI;420.0;560.0;NON;;NON;2680.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.368182450102107, 48.849486034275515], ""type"": ""Point""}";48.849486034275515, 2.368182450102107
